OTUID	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU5540	24	11	22	62	32	55	79	82	42	46	38	184	17	14	28	50	40	14	28	24	44	4	3	17	27	16	32	45	4	44	24	103	22	8	22	5	48	35	52	20	33	18	43	44	18	12	37	31	20	14	18	33	12	30	79	25	16	18	7	13	77	17	18	75	21	24	5	29	2	7	77	0	15	1	25	1	33	3	2	5
OTU5543	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0
OTU5554	1	1	1	0	1	2	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU5563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU5565	1	2	0	4	0	1	0	2	2	0	2	2	2	0	0	2	2	1	0	0	0	1	0	0	3	0	0	2	1	3	1	1	1	0	4	0	4	0	0	0	0	1	0	5	0	1	3	4	4	2	1	0	1	0	1	4	1	0	1	1	0	1	3	0	0	0	1	1	1	0	5	0	1	1	0	3	0	1	0	0
OTU5569	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU5570	32	14	32	30	26	41	9	28	53	50	25	39	27	9	12	26	25	22	12	9	24	43	19	3	20	29	14	15	17	13	24	21	18	34	14	21	26	30	52	38	33	11	9	4	46	11	38	30	30	67	62	26	54	45	34	32	24	18	27	31	11	49	35	13	12	21	22	21	29	21	20	20	20	28	30	36	22	13	60	42
OTU5576	2	1	6	4	5	7	2	0	5	9	4	3	3	0	3	2	5	3	2	5	9	11	4	0	5	5	4	2	2	4	4	1	8	3	6	6	6	4	9	7	5	2	7	2	8	1	5	10	10	14	14	5	7	8	11	11	8	13	6	6	3	4	6	3	1	7	5	5	4	7	9	5	4	5	6	6	4	5	6	7
OTU5581	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
OTU5593	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	1	19	5	14	3	15	0	28	16	12	6	0	0	20	16	9	1	23	14	2	17	4	24	7	0	0	20	16	0	7	0	1	3	11	1	0	3	2	8	0	21
OTU5599	0	3	2	0	0	2	1	2	0	3	2	0	0	0	1	1	0	0	0	1	1	4	0	0	3	0	0	1	0	0	2	0	3	1	1	1	0	3	0	0	1	0	0	1	2	0	3	2	0	5	2	4	4	2	1	1	1	2	1	1	0	1	1	1	4	1	5	1	3	2	2	2	1	0	1	0	2	0	7	5
OTU56	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU5604	1	1	0	1	3	1	1	0	1	1	1	1	0	2	1	2	3	1	0	2	2	0	2	0	1	2	2	0	2	4	3	1	0	0	2	1	0	1	0	4	0	0	0	0	1	3	2	1	0	2	6	1	1	1	6	3	1	0	2	3	0	2	5	0	2	0	2	1	4	2	1	1	0	4	0	0	0	3	3	1
OTU5605	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU5608	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU5609	2	1	1	4	1	1	0	1	3	6	0	1	0	0	0	2	0	4	0	0	1	2	1	0	2	4	1	2	0	2	3	2	3	1	0	1	2	2	3	0	1	4	5	0	1	1	4	3	1	3	7	1	6	2	3	3	3	1	1	0	5	4	4	1	2	1	2	1	0	0	4	1	1	2	1	6	0	4	7	0
OTU5612	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	3	0	0	0	1	1	0	2	0	1	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0
OTU5615	0	1	0	0	0	0	0	1	1	1	2	1	1	0	1	1	0	2	2	1	2	1	0	0	0	2	1	0	1	1	0	1	2	0	0	0	4	0	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	2	5	1	2	1	1	1	0	1	1	0	1	0
OTU5621	1	0	0	1	0	0	0	1	0	0	0	3	1	0	0	1	0	0	1	0	0	2	0	0	2	0	1	0	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	0	3	0	1	3	1	0	1	1	1	3	3	0	2	1	0	1	0	0	0	0	0	2	1	0	1	1	1	0	1	0	2	1	0	3	0	1
OTU5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU5627	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	1	0	0	0	0	0	2	1	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0
OTU5629	0	0	0	2	0	0	0	2	1	1	2	0	0	0	0	0	1	0	2	2	0	0	0	0	1	1	0	1	1	4	0	0	1	2	0	1	2	0	0	2	1	0	2	0	1	0	1	1	1	1	2	1	0	2	1	1	0	3	0	1	0	1	1	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	3	1
OTU5633	0	4	2	2	1	1	1	3	3	3	1	0	0	1	0	1	1	1	0	0	3	5	1	0	1	0	0	1	0	2	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	2	2	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	2	1
OTU5635	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU5638	3	0	2	1	2	5	0	0	1	3	1	6	0	0	1	5	1	9	3	4	11	9	7	0	6	7	5	3	1	11	7	1	4	5	1	5	3	9	9	17	7	11	5	0	7	5	8	4	15	11	12	8	6	3	10	13	5	13	10	6	3	5	11	0	4	2	1	5	7	4	8	5	4	5	5	8	2	4	12	14
OTU5639	0	2	0	0	0	1	2	0	0	2	0	3	0	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0	0	1	2	1	0	0	2	1	1	0	2	4	1	0	1	0	0	0	0	2	0	1	3	2	1	0	2	0	0	0	1	1	0	2	3	1	0	0	3	1	0	0	4	2	1	0	2	1	0	0	0	1
OTU5643	1	0	0	0	2	2	1	1	2	2	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	1	0	0	2	0	0	1	0	0	0	1	2	2	2	1	0	1	1	1	0	0	1	0	1	1	0	1	0	2	1	0	1	1	0	1	1	0	0	0	1	0	0	1	2
OTU5649	12	16	5	7	15	13	3	8	8	5	8	17	8	6	5	11	6	11	8	12	15	16	12	0	12	13	6	6	6	25	11	5	16	16	4	17	21	15	21	19	16	10	11	5	29	8	13	16	14	31	45	11	13	17	27	16	19	40	20	18	9	14	22	7	10	4	18	9	11	8	26	2	5	6	5	13	3	9	24	19
OTU5653	79	79	90	58	79	95	68	83	86	90	43	90	47	20	34	73	79	44	44	45	107	96	78	6	87	66	69	63	42	69	61	36	61	73	109	85	113	114	132	147	101	68	62	19	192	33	71	109	82	180	144	121	112	102	164	74	80	113	76	70	15	108	158	49	62	120	74	60	94	71	184	68	48	68	55	79	84	48	198	102
OTU5656	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	2
OTU5661	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU5663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU5668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU5676	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	2	1	0	1	0
OTU5682	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	2	3	1	0	0	0	0	1	0	1	1	0	2	1	0	1	0	0	0	1	1	0	0	1	0
OTU5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU5686	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1
OTU569	0	1	0	1	1	2	0	3	4	1	1	3	0	0	0	1	2	2	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1	1	1	1	1	3	1	0	2	2	4	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5694	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU5695	0	0	0	0	0	1	2	0	2	3	3	3	0	0	0	1	1	0	0	2	1	1	1	0	0	1	0	0	1	1	0	0	2	1	0	3	1	2	3	3	0	0	2	0	0	0	1	1	3	1	4	1	1	0	4	0	0	2	3	0	0	1	0	0	2	4	0	0	1	1	2	2	1	0	1	0	1	1	5	2
OTU5696	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	0
OTU5698	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
OTU5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU5701	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	6	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0
OTU5704	0	0	1	1	1	4	1	0	2	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	2	0	1	0	2	3	0	0	1	1	2	1	4	1	0	3	1	1	0	2	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0
OTU5707	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	1	1	2	0	1	2	2	0	0	0	2	0	0	0	0	0	1	1	0	0	2	1	1	0	0	1	2	1	1	1	2	1
OTU5709	4	0	0	3	3	3	1	2	8	2	1	10	2	1	0	2	0	1	2	4	4	2	3	0	5	7	5	1	1	2	1	3	1	3	5	2	3	4	4	8	2	0	6	3	9	1	1	6	5	8	7	3	0	6	5	4	4	1	6	4	0	1	2	1	4	2	6	0	1	3	4	5	2	2	2	4	4	1	2	4
OTU5710	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	0	0	3	0	1	2	0	1	1	7	1	1	2	0	0	1	5	34	0	5	3	6	0	4	17	12	4	1	16	3	0	0	2	4	2	11	0	0	2	7	3	1	1	4	10	0	6	2	2	12	9	2	4	0	3
OTU5714	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU5718	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU5720	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1
OTU5722	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	0	1	1	1	1	0	1	1	4	1	0	1	0	0	1	2	0	1	0	3	0	0	2	2	0	0	2	3	1	5	0	3	0	0	0	0	0	0	2	2	0	1	1	0	1	0	0	1	3
OTU5724	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	2	0	0	2	1	0	0	0	1	0	1	2	1	1	0	0	0	1	0	0	1	0	0	0	0	1
OTU5727	3	0	1	4	0	0	0	2	0	4	0	0	2	1	0	0	3	1	0	0	3	2	3	0	1	0	0	0	1	4	0	2	0	1	0	0	2	0	1	2	2	0	0	6	0	1	2	5	4	1	2	0	0	0	2	0	2	1	0	1	0	3	1	0	2	0	0	0	3	0	0	1	2	3	0	4	0	12	0	3
OTU5732	8	1	2	4	1	2	0	2	7	5	4	5	2	0	2	2	6	6	4	4	6	11	5	0	4	11	1	2	6	3	4	6	7	4	3	5	11	3	12	5	18	3	0	3	11	2	4	13	10	29	25	4	4	14	19	7	8	3	7	12	2	5	12	1	3	6	6	2	5	5	9	3	5	6	3	17	6	8	3	8
OTU5733	2	3	2	0	1	1	0	0	4	1	1	2	1	0	1	1	0	1	1	1	1	2	3	0	2	4	2	1	1	1	2	2	3	0	2	2	0	0	9	5	4	0	2	0	5	4	4	4	4	4	7	1	7	5	2	4	3	7	2	4	4	4	5	2	0	2	2	2	3	2	4	2	1	2	4	0	1	1	3	7
OTU5734	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
OTU5735	0	1	1	0	6	3	1	3	3	3	0	2	0	0	0	2	2	2	1	1	2	7	3	0	2	4	0	3	0	4	6	1	1	4	1	1	7	5	6	4	3	1	2	2	11	1	9	1	7	10	14	7	6	3	9	5	3	1	4	7	3	5	6	3	5	5	5	4	6	4	5	3	5	3	2	2	6	4	10	8
OTU5738	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	2	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU5741	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU5744	4	5	0	0	0	2	2	2	4	2	0	5	4	1	0	1	0	2	1	0	5	9	1	0	4	7	6	1	1	4	3	4	2	8	1	4	2	5	4	6	2	1	0	0	3	3	4	6	4	13	10	3	7	11	5	5	6	12	4	2	2	3	3	4	2	0	3	2	7	5	4	0	5	3	3	3	1	2	4	2
OTU5750	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU5756	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
OTU5757	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
OTU5762	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU5763	0	0	2	1	2	0	0	1	0	2	2	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	1	0	0	0	0	4	1	1	1	1	1	1	0	0	10	0	0	1	2	0	0	0	0	0	1	2	2	0	6	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1
OTU5764	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	128	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	28	234	0	0	0	0	0	0	0	48	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
OTU5765	45	15	30	43	48	42	14	35	44	59	39	50	34	8	11	25	18	24	24	19	30	37	29	5	42	50	27	13	22	11	23	16	32	38	26	37	37	38	66	53	53	20	17	15	43	20	44	39	22	84	84	33	39	45	60	45	45	31	43	49	12	82	53	22	21	31	57	33	44	35	34	28	22	32	32	44	36	20	117	56
OTU5768	1	0	1	2	0	2	0	2	2	2	1	1	0	0	1	0	0	2	2	1	0	2	1	0	2	1	1	0	1	0	2	0	1	2	1	0	3	2	1	2	1	0	0	0	0	0	1	4	0	4	2	1	0	3	1	1	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	0
OTU5773	2	0	0	1	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	0	1	1	2	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	3	1	4	5	2	1	0	2	0	1	0	1	0	0	0	2	0	0	0	1	1	2	0	3	1	0	0	0	0	0	0	1	3
OTU5775	1	1	1	0	0	3	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	3	0	1	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5780	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	4	0	1	1	2	0	1	1	0	2	1	1	4	0	0	1	2	1	1	2	0	1	1	2	1	0	0	1	2	0	1	0	3	1	0	1	0	1	0	0	2	0
OTU5783	14	12	10	17	22	12	19	17	23	29	13	19	8	3	6	11	13	11	10	19	21	26	31	7	20	25	15	20	13	20	11	15	25	36	18	23	18	30	36	36	22	8	26	3	40	11	31	42	33	72	66	31	49	29	51	32	18	57	29	32	16	22	44	9	35	37	22	25	42	21	47	11	14	13	18	23	32	12	79	43
OTU5784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5789	5	6	4	7	14	13	3	3	11	6	7	7	1	4	2	5	3	0	5	1	15	13	7	2	4	10	2	7	3	5	1	3	7	10	9	1	15	3	16	11	10	4	8	0	4	6	4	14	15	11	18	7	2	3	12	9	7	10	5	9	5	12	12	4	1	2	0	9	6	6	10	2	6	5	7	7	8	2	26	15
OTU5795	3	2	4	3	0	10	1	5	8	1	7	4	3	1	1	3	8	7	0	1	4	3	3	0	4	1	1	8	3	4	4	1	4	3	6	5	5	1	9	5	7	0	7	1	10	4	4	8	2	8	8	3	5	3	7	7	3	4	8	6	2	5	6	4	1	11	5	0	4	3	8	4	7	2	1	6	2	2	5	4
OTU5796	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	2	0	0	0	3	0	0	2	2	0	1	1	0	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU5798	1	1	1	0	0	0	0	2	0	2	1	1	2	0	0	1	1	1	0	1	2	0	2	0	1	1	1	1	0	1	0	0	0	1	0	1	1	2	0	1	0	2	0	0	1	0	0	1	1	0	2	3	1	1	3	0	1	0	0	0	0	2	0	0	0	1	0	1	1	1	2	0	1	0	0	0	0	0	1	1
OTU5799	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	1	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5804	1	1	0	2	0	2	0	2	2	3	0	1	0	1	1	0	0	2	0	0	1	4	3	0	3	1	1	0	1	0	1	0	3	4	1	1	2	2	2	1	5	0	3	0	4	1	6	1	0	3	2	1	0	0	6	1	2	1	0	0	2	0	1	0	0	0	0	0	1	1	4	2	0	1	1	0	3	2	4	4
