OTUID	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU6845	1	1	2	0	3	1	3	0	1	2	0	0	1	0	0	1	0	0	2	0	0	0	2	1	2	0	0	0	0	0	0	4	0	2	0	2	0	4	1	0	0	1	0	1	1	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	2	0
OTU6846	673	682	435	174	222	288	308	218	190	48	21	32	142	25	546	574	468	219	596	913	376	2111	45	174	5	149	178	88	179	70	119	56	404	233	120	76	847	3	282	272	180	142	917	216	134	571	230	242	72	355	699	492	3004	101	774	1028	56	1327	501	448	155	1132	595	95	2330	1662	131	83	2150	2881	94	164	1169	363	843	75	209	2518	119	76
OTU6847	1	3	4	1	4	2	2	2	1	7	1	4	2	2	3	4	2	1	4	0	0	1	2	3	6	1	2	2	0	1	1	4	1	2	3	4	1	1	2	0	1	2	1	0	2	2	3	3	3	6	5	3	2	3	0	0	1	3	0	0	2	0	0	2	0	2	2	1	2	0	2	1	0	1	1	1	2	1	1	1
OTU6851	0	0	0	0	1	0	2	1	0	1	0	0	0	1	1	4	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
OTU6854	0	5	6	0	2	1	8	1	2	6	3	2	5	2	2	1	2	0	2	3	1	1	0	1	4	1	2	0	1	2	2	2	2	3	1	0	3	3	1	1	1	5	2	2	1	1	3	8	4	2	1	0	4	1	3	1	0	1	0	0	2	1	1	5	1	2	1	3	2	3	3	2	2	1	0	5	3	3	2	1
OTU6855	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	2	5	1	0	0	0	1	1	1	0	0	3	0	0	1	1	0	3	1	1	1	2	1	2	0	0	0	0	0	0	1	0	1	0	1	1	2	1	1	3	1	0	0	0	3	0	0	0	4	3
OTU6866	1	0	1	0	0	0	0	0	0	0	3	2	0	1	0	0	0	2	0	0	5	1	3	5	2	4	3	6	4	2	6	3	6	6	3	2	0	1	3	3	2	0	4	1	3	4	5	0	2	1	4	2	0	2	1	0	3	1	1	1	2	8	3	0	1	1	4	1	2	1	1	4	2	4	2	2	4	1	4	8
OTU6867	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	4	4	4	2	1	4	2	1	2	2	0	3	6	0	5	3	4	1	5	8	2	2	3	0	2	3	0	4	6	1	8	0	1	0	3	3	4	5	2	3	7	1	2	5	3	4	3	1	0	3	1	1	1	3	2	8	5
OTU6870	0	1	1	1	2	2	3	0	1	2	1	0	1	0	0	2	0	0	0	0	0	0	2	2	4	1	6	3	1	1	3	4	4	3	5	9	3	2	3	1	4	3	0	3	7	0	4	3	3	2	3	5	5	3	2	1	0	0	0	0	3	2	2	3	0	1	5	6	0	1	0	2	2	2	2	1	1	6	4	3
OTU6872	3	2	2	0	2	4	0	0	7	1	1	2	6	6	7	0	0	1	2	2	1	2	3	1	8	6	5	8	5	4	9	6	4	12	7	1	0	13	6	2	0	4	8	6	5	3	5	2	5	5	2	4	0	7	1	0	4	0	0	0	5	9	0	4	3	3	1	1	3	1	1	1	1	3	4	1	6	0	1	5
OTU6875	11	35	7	0	5	5	3	10	5	3	19	0	3	0	6	10	2	4	13	2	8	7	9	2	23	6	19	14	6	5	14	6	28	10	6	5	4	8	6	27	20	5	25	4	4	2	7	1	8	6	29	16	0	10	53	14	1	13	0	13	15	16	4	18	25	33	22	16	16	84	8	23	24	22	15	5	25	4	24	11
OTU6880	3	4	5	2	9	3	8	4	7	12	2	3	4	2	3	8	4	2	5	2	1	0	2	5	7	9	3	8	6	2	6	5	3	1	1	11	2	4	2	0	3	5	4	5	4	2	1	3	5	4	1	3	0	5	1	2	1	4	0	0	1	2	4	5	2	2	3	5	1	2	3	2	1	2	0	1	3	2	5	4
OTU6881	2	0	4	0	1	5	7	0	9	10	6	7	2	26	5	2	1	1	0	0	3	1	58	6	47	9	23	6	2	0	6	48	1	27	3	11	2	7	1	4	7	4	0	3	8	3	1	1	3	1	4	0	0	10	1	0	15	1	0	0	2	0	1	27	0	0	1	4	0	1	0	3	0	1	1	3	2	1	42	2
OTU6891	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6898	1	1	4	2	0	1	1	0	2	4	0	1	1	2	0	4	0	0	2	0	0	0	8	9	10	7	10	13	0	1	5	16	3	6	5	4	5	8	4	0	12	22	8	17	24	7	18	14	15	12	12	19	2	12	14	3	0	1	1	0	16	9	9	22	8	3	12	12	2	10	13	19	12	10	9	12	9	11	21	21
OTU6902	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6911	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0
OTU6932	0	4	2	0	4	0	4	1	1	0	2	1	5	4	4	2	3	0	2	0	2	0	1	5	3	5	2	5	0	0	2	2	1	5	3	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU695	1	2	3	1	0	1	1	1	6	3	1	5	4	1	3	0	2	0	1	2	0	2	8	2	6	4	1	5	0	2	2	4	3	4	1	2	1	4	3	0	2	4	2	1	3	0	0	2	1	1	3	3	2	1	2	0	0	0	2	0	1	1	1	1	1	0	1	5	1	2	0	0	0	1	0	0	1	1	2	1
OTU6957	0	0	0	0	0	1	0	0	2	1	1	0	0	1	1	2	3	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU6974	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU6984	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0
OTU6986	0	0	1	0	2	0	1	0	5	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	1	1	1	0	2	2	0	0	1	0	2	0	0	1	2	0	0	0	1	1	0	4	0	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	2	1	0	0	1	1	2	1	1	0	0	2
OTU6987	0	2	2	0	1	1	1	2	2	4	1	1	1	0	3	1	1	1	0	0	0	0	5	4	4	0	3	2	2	0	0	2	0	3	1	3	0	4	2	0	1	0	0	1	0	0	0	3	0	1	1	1	2	2	1	0	0	0	1	1	1	0	0	6	0	0	1	2	0	0	2	2	1	0	0	1	2	1	0	1
OTU6990	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
OTU6991	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1
OTU6999	0	0	1	0	1	0	0	0	3	5	3	3	0	0	3	0	0	0	1	1	1	0	0	1	4	2	2	1	2	0	2	2	0	3	3	1	0	2	1	0	5	5	0	1	4	0	1	2	0	1	1	1	1	5	1	0	1	1	0	0	1	0	2	4	0	2	3	5	0	1	0	1	0	2	1	1	2	3	0	1
OTU7001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU7009	1	3	6	10	7	2	12	3	0	7	3	7	1	5	3	8	6	1	0	2	10	2	1	13	3	17	7	3	1	2	7	6	12	13	9	2	9	6	10	3	4	7	4	0	6	2	6	7	3	7	7	8	10	24	9	0	8	5	6	2	13	0	7	3	1	1	1	0	1	3	3	0	3	4	1	1	1	8	8	3
OTU7012	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7019	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	3	0	0	1	0	0	0	1	0	0	4	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU702	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	2	1	2	0	3	3	1	0	1	2	1	0	2	1	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
OTU7020	0	0	0	1	1	0	1	1	5	1	2	0	1	1	0	1	0	0	2	1	0	0	0	3	4	4	1	7	2	0	4	3	5	3	3	3	0	2	0	2	2	2	1	4	2	3	4	5	2	4	2	4	2	8	2	1	2	0	0	2	2	1	0	2	1	1	2	1	0	1	2	0	1	0	2	0	5	7	7	1
OTU7026	1	1	1	0	4	1	1	1	0	2	2	4	1	1	0	0	0	0	1	0	2	1	0	0	2	1	4	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	3	1	0	1	0	2	0	1	1	1	2	2	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0
OTU7034	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU7038	28	15	11	1	19	41	4	28	12	10	36	31	37	28	31	13	27	20	30	10	1	3	0	3	0	0	0	0	1	1	0	1	0	0	5	3	0	0	1	12	3	3	0	2	1	1	1	0	2	2	18	1	0	0	3	20	0	9	0	3	0	1	12	2	2	1	13	4	0	5	0	8	5	1	1	3	3	13	0	3
OTU7040	1	0	1	2	0	0	4	1	0	1	0	0	2	0	0	0	2	0	1	0	0	0	0	1	4	1	2	1	0	0	2	0	1	1	1	0	0	2	1	0	0	0	0	1	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	1	0	1	0	1	0	0	1	1	1	2	1	0
OTU7041	1	1	4	2	2	3	4	0	3	2	0	6	0	2	1	1	2	1	1	0	2	3	2	2	3	5	1	4	1	1	3	3	1	2	0	1	1	1	1	0	0	1	0	0	0	0	0	1	2	1	2	1	0	0	0	2	1	0	1	0	3	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	2	2
OTU7050	0	7	0	0	3	1	0	1	1	2	0	1	0	1	1	1	0	1	2	0	0	0	0	0	5	1	0	2	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	2	0	1	0	0	0	0	3	3	1	3	0	1	0	0	0	0	1	1	2	1	0	1	0	2	0	0
OTU7065	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU7072	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7082	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU7083	20	27	30	8	32	17	62	18	50	75	31	21	27	32	24	23	47	10	29	13	1	1	47	48	81	65	57	79	36	14	39	60	39	35	36	63	31	58	27	3	51	61	47	45	49	29	40	53	55	62	23	53	21	80	38	22	12	5	3	0	49	31	29	46	15	22	32	46	10	23	30	33	12	28	10	16	38	49	57	37
OTU7087	2	2	1	0	4	1	1	0	2	4	1	2	2	2	1	2	3	1	5	0	1	0	3	5	6	5	3	1	2	0	2	4	4	2	3	4	2	3	4	0	1	3	1	2	5	2	0	0	5	4	3	2	1	4	2	2	0	1	0	0	8	1	0	7	1	0	4	4	2	3	7	6	4	3	6	5	2	5	7	5
OTU7091	0	1	1	0	0	0	3	1	2	2	0	2	1	0	0	2	1	0	2	0	1	0	0	1	2	1	1	1	0	1	0	1	0	2	0	0	1	1	2	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0
OTU7092	5	11	10	0	14	4	17	4	11	8	7	6	7	5	7	8	14	3	9	2	0	0	2	7	11	3	6	6	3	5	7	5	2	2	6	1	2	4	6	1	6	4	5	9	7	1	2	9	8	9	2	7	2	4	6	2	0	0	0	0	3	4	5	0	2	2	4	5	1	2	5	1	1	3	1	2	12	4	3	2
OTU7111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU7115	0	0	0	0	4	1	4	0	1	1	1	4	1	0	0	0	0	0	0	0	9	3	4	5	18	7	7	9	4	1	4	9	5	6	3	2	1	10	4	2	5	3	5	6	13	2	3	5	7	5	4	3	2	4	1	0	8	2	2	1	2	5	1	10	3	2	2	7	3	4	6	3	3	6	2	6	4	3	7	11
OTU7116	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	2	9	1	0	1	0	0	0	0	0	0	0	3	2	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
OTU7139	255	285	202	56	355	177	141	169	248	168	246	232	177	164	176	213	126	236	111	156	64	40	20	15	19	31	28	14	13	122	8	19	34	23	25	33	61	25	15	22	22	24	5	14	9	22	25	6	10	28	55	8	62	15	5	83	24	53	16	8	11	7	18	10	24	13	18	12	8	19	7	23	15	30	30	4	11	101	20	15
OTU715	0	0	0	0	1	1	2	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	1	0	0	0	0	0	1	1	0
OTU716	0	0	2	0	2	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0
OTU7165	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU7173	4	4	6	0	6	2	5	2	1	1	3	3	5	2	0	1	2	0	3	3	0	1	2	3	5	2	3	6	2	2	0	5	3	3	5	1	2	5	2	1	3	6	6	0	1	2	2	1	9	5	2	3	2	4	4	2	0	0	0	0	0	3	1	3	1	2	1	1	2	1	3	1	3	3	1	2	4	5	1	1
OTU7179	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU718	1	1	4	1	4	1	6	0	6	5	4	3	2	0	1	1	7	0	2	0	0	0	1	2	6	1	3	4	1	0	6	1	1	1	0	3	0	4	0	0	3	0	1	1	4	1	2	4	2	3	2	3	0	2	0	0	0	0	0	0	0	2	0	4	1	0	1	1	0	2	0	1	0	1	0	0	0	2	0	1
OTU7207	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU7212	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU7215	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7221	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	3	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU7238	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU7248	3	2	1	0	3	0	2	1	1	3	2	2	0	0	0	2	1	0	3	0	0	0	2	1	4	0	2	1	0	0	3	2	1	1	2	2	1	1	0	0	0	1	1	1	0	0	1	1	1	2	0	0	1	5	0	0	0	0	0	0	2	1	0	0	1	2	0	3	0	0	1	0	0	1	0	0	0	0	0	1
OTU7249	0	1	1	2	10	3	6	0	4	8	3	7	3	5	3	1	2	3	2	0	8	3	11	7	10	5	6	10	4	3	8	7	3	3	11	5	3	11	3	6	5	6	7	7	10	0	5	15	10	7	6	3	2	7	5	1	6	1	5	0	9	2	0	7	2	1	5	13	1	2	4	5	1	2	1	4	6	2	10	11
OTU7251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7254	0	0	0	0	5	4	3	1	7	5	6	3	2	1	1	0	5	1	1	0	0	1	2	0	5	4	3	3	2	1	2	5	1	1	2	17	1	5	1	0	3	2	1	0	2	0	1	2	1	0	2	2	1	6	1	0	0	0	0	0	1	2	1	1	0	0	1	1	1	2	0	2	0	2	0	1	4	2	3	1
OTU7255	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
OTU726	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU7261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU7265	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7274	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7279	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
OTU7283	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU7284	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	2	0	1	1	0	0	1	2	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU7285	0	1	6	0	3	1	0	1	4	1	2	1	5	0	3	0	1	0	2	0	0	0	2	1	0	3	1	1	1	0	0	0	3	2	0	0	0	1	2	0	0	2	1	0	2	0	1	2	5	3	2	1	1	1	0	0	2	0	0	0	1	1	0	2	1	0	1	0	0	2	1	2	0	0	1	1	1	1	3	0
OTU7287	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7290	0	1	0	0	1	0	1	1	0	3	0	0	0	1	0	0	1	0	1	1	0	0	3	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU7293	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0
OTU7295	0	2	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
OTU73	1	3	2	1	1	1	2	0	2	4	2	0	4	1	4	2	2	1	2	3	0	0	4	3	7	3	5	2	4	1	3	1	3	2	4	4	0	6	1	0	3	3	2	4	1	1	2	0	4	4	4	2	0	2	1	4	0	0	0	0	4	5	5	5	0	2	5	3	2	4	5	2	1	4	1	1	2	1	4	4
OTU7302	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
